TSNE1,TSNE2,Cluster,Engagement Rate,Platform,Age,Gender,Sentiment,Region
5.9865584,-31.309992,0,40.38,Instagram,54,1,Negative,French Guiana
-47.163254,23.552137,1,25.51,Twitter,26,2,Unknown,Cambodia
-49.730762,-9.286463,4,25.81,Instagram,50,2,Unknown,Qatar
53.02436,-6.38465,3,48.12,Twitter,23,1,Negative,Comoros
-74.51095,25.490723,1,17.25,LinkedIn,47,1,Positive,India
-2.9783752,-25.202883,0,71.05,Twitter,60,2,Negative,Wallis and Futuna
8.530931,0.6089057,2,28.46,Twitter,30,1,Neutral,Swaziland
-68.25275,13.042807,1,23.05,Twitter,31,0,Unknown,Greenland
40.425297,-44.395485,0,43.42,LinkedIn,34,2,Unknown,Slovakia (Slovak Republic)
54.735626,37.18668,3,15.61,Facebook,32,0,Positive,Rwanda
22.445082,23.193594,2,33.46,Facebook,25,0,Unknown,Taiwan
74.146515,14.321555,3,18.49,Twitter,23,2,Unknown,Marshall Islands
-75.52852,-21.474703,4,37.59,Instagram,37,0,Unknown,Congo
19.009626,46.715797,2,25.79,LinkedIn,20,0,Negative,Holy See (Vatican City State)
79.7402,-29.490261,3,87.64,Instagram,38,0,Unknown,Equatorial Guinea
43.294952,28.386518,3,19.02,Facebook,56,2,Unknown,United Kingdom
43.19574,-36.426643,0,169.61,Twitter,20,0,Negative,Israel
-79.18437,0.30316335,4,46.34,LinkedIn,45,0,Negative,Costa Rica
41.708675,-12.058215,3,27.59,LinkedIn,28,1,Positive,Azerbaijan
-12.289817,-24.97625,0,58.02,Twitter,56,2,Unknown,Bermuda
5.1559153,27.4301,2,17.01,Instagram,47,2,Unknown,Tunisia
-58.765144,2.0425289,1,25.94,Facebook,18,0,Neutral,Sri Lanka
-22.414305,41.801464,2,14.97,Instagram,47,1,Unknown,Maldives
-52.551125,-33.606606,4,64.22,Instagram,33,1,Negative,Vanuatu
-3.096001,38.333916,2,22.07,Twitter,47,2,Neutral,Antarctica (the territory South of 60 deg S)
-14.242464,47.543858,2,26.67,Instagram,52,2,Neutral,China
-7.122373,7.856235,2,23.69,Twitter,41,1,Unknown,Myanmar
20.071922,23.520058,2,20.8,Facebook,23,2,Negative,Qatar
28.974876,-31.09765,0,116.83,Twitter,22,0,Neutral,Samoa
54.7477,-31.127045,3,57.28,Twitter,43,0,Positive,Sudan
77.10694,26.947027,3,20.82,LinkedIn,51,0,Neutral,Antigua and Barbuda
-32.5449,41.99816,1,30.63,Facebook,35,1,Positive,Antigua and Barbuda
-1.7822431,36.311516,2,35.9,Facebook,56,2,Unknown,Eritrea
72.074265,11.158913,3,37.11,Instagram,28,2,Unknown,Namibia
74.7769,22.703281,3,6.16,Facebook,25,1,Unknown,Congo
24.569672,8.061954,2,16.43,Facebook,32,0,Unknown,Belarus
23.309498,22.99701,2,32.52,Facebook,62,2,Negative,Romania
-31.224428,-16.75797,4,41.73,LinkedIn,22,1,Positive,Norway
-38.774246,-20.373283,4,54.9,LinkedIn,45,1,Neutral,Norway
-80.799,-28.48563,4,87.5,Twitter,62,0,Positive,Uzbekistan
-82.41779,-29.934254,4,103.24,Twitter,46,2,Negative,Senegal
53.960552,3.4015753,3,15.34,Facebook,41,1,Unknown,Malaysia
3.4092765,-10.143106,0,21.88,Facebook,58,1,Positive,Saint Martin
-16.966675,-33.710262,0,85.22,LinkedIn,57,0,Positive,Equatorial Guinea
-9.857828,-38.39047,0,43.51,LinkedIn,22,2,Unknown,Bulgaria
55.86581,-14.163866,3,69.02,Instagram,65,2,Unknown,Guinea-Bissau
45.849197,-39.629616,0,122.7,LinkedIn,53,1,Unknown,Somalia
73.40204,34.286873,3,16.72,Instagram,62,0,Unknown,Uruguay
12.681112,13.789129,2,25.28,Facebook,58,1,Unknown,American Samoa
33.33299,-17.073782,0,11.24,LinkedIn,51,0,Unknown,Liberia
-40.29367,44.141186,1,4.06,Instagram,38,2,Positive,France
-13.256859,-24.810045,0,60.34,Twitter,46,1,Neutral,Saint Lucia
-81.90565,0.98958313,4,44.11,Twitter,21,0,Unknown,Rwanda
-45.862614,44.081196,1,14.38,Instagram,47,0,Positive,Albania
74.036476,-9.42602,3,39.5,Facebook,44,2,Positive,Syrian Arab Republic
-77.18215,10.089183,1,13.16,Instagram,57,1,Unknown,Benin
-2.6347833,32.356346,2,19.82,Twitter,51,0,Unknown,Christmas Island
43.16212,-9.189454,3,49.64,Facebook,57,0,Unknown,Philippines
21.680305,23.523779,2,24.1,Twitter,56,1,Positive,Anguilla
79.03069,26.654835,3,14.42,Instagram,32,0,Neutral,Belarus
2.266928,-4.107903,0,31.4,Facebook,64,2,Neutral,Oman
-77.51456,-3.5587924,4,40.95,LinkedIn,52,2,Unknown,Tokelau
12.783458,4.4590135,2,14.88,Twitter,33,0,Negative,Malawi
-5.318834,-14.693851,0,19.78,LinkedIn,51,2,Unknown,Tunisia
-6.0812163,4.738063,2,44.64,Facebook,18,1,Unknown,Mauritius
53.106003,39.27413,3,12.13,LinkedIn,47,0,Unknown,Bahamas
19.787949,40.100224,2,13.22,Instagram,61,0,Negative,Greece
7.3946013,17.712425,2,4.2,Facebook,26,2,Unknown,Turks and Caicos Islands
76.789764,-8.600095,3,50.39,LinkedIn,50,1,Positive,Mongolia
14.694278,19.382286,2,29.5,Instagram,64,1,Unknown,Malta
-22.087229,14.064986,2,23.64,Instagram,41,0,Positive,Korea
7.489598,-39.14163,0,60.09,Instagram,20,2,Negative,Thailand
53.68154,-22.374956,3,38.42,Instagram,18,2,Unknown,Central African Republic
65.87599,26.461758,3,33.99,Facebook,44,2,Unknown,Comoros
13.97105,-28.029343,0,77.78,Instagram,18,2,Positive,Mozambique
-38.831955,-44.363888,4,98.28,Instagram,38,2,Positive,Cayman Islands
23.846266,12.190781,2,18.25,Facebook,25,0,Neutral,Brunei Darussalam
-12.455637,-27.06078,0,71.53,LinkedIn,30,0,Negative,Afghanistan
35.056107,-29.78894,0,77.66,Facebook,44,0,Neutral,Albania
43.584442,-44.89231,0,96.3,Instagram,38,1,Positive,India
-77.46801,16.322693,1,24.55,Twitter,23,2,Unknown,Niger
-12.2895,-24.39296,0,52.98,Twitter,50,2,Unknown,Svalbard & Jan Mayen Islands
49.878635,35.568256,3,22.22,Instagram,25,2,Unknown,British Virgin Islands
-0.60273105,26.79379,2,26.9,Instagram,53,2,Unknown,Norway
61.532917,-17.850811,3,70.17,LinkedIn,53,0,Unknown,Senegal
63.791306,-4.1614704,3,16.59,Facebook,59,0,Negative,Canada
73.08287,27.103043,3,24.32,LinkedIn,52,1,Unknown,Romania
47.218258,-12.49632,3,20.37,Instagram,63,0,Positive,Mayotte
-0.16400713,43.871513,2,24.4,Instagram,55,2,Negative,British Virgin Islands
-37.845768,-4.3433256,4,9.01,Instagram,56,0,Unknown,Serbia
-78.31743,34.303577,1,21.29,Facebook,60,2,Unknown,Antigua and Barbuda
-32.515198,35.426582,1,12.3,Facebook,44,2,Unknown,Bouvet Island (Bouvetoya)
-43.96097,12.852749,1,26.8,Twitter,32,1,Positive,Lebanon
47.747498,-23.594545,3,42.81,Twitter,33,2,Negative,Hungary
-80.56575,1.2610627,4,30.52,Facebook,48,2,Positive,Myanmar
52.11677,1.4248198,3,37.12,Facebook,19,1,Negative,Swaziland
-46.750256,-35.89072,4,105.88,Instagram,63,0,Unknown,Cuba
-78.47685,-8.702431,4,48.68,LinkedIn,41,1,Neutral,Cyprus
71.75982,9.373176,3,35.36,Twitter,22,0,Unknown,Bouvet Island (Bouvetoya)
1.6729224,-12.760448,0,16.13,Instagram,41,1,Positive,United Kingdom
-75.303085,28.416855,1,7.55,Twitter,30,2,Unknown,Burkina Faso
-74.75674,-20.920647,4,26.7,Instagram,23,0,Unknown,Korea
-48.92161,-42.226955,4,225.38,Twitter,43,0,Unknown,Haiti
18.224504,41.555695,2,12.3,Instagram,36,1,Unknown,Saint Pierre and Miquelon
15.510538,-28.91541,0,69.18,Instagram,20,1,Unknown,Armenia
77.24629,3.6357887,3,49.98,Facebook,44,2,Unknown,Svalbard & Jan Mayen Islands
-73.06792,-11.348481,4,23.01,LinkedIn,45,2,Positive,Seychelles
1.375316,-44.32,0,106.4,Twitter,54,0,Neutral,Uganda
77.986534,38.170517,3,8.88,LinkedIn,20,2,Unknown,South Africa
1.1625266,-37.369556,0,88.68,Facebook,51,0,Positive,Reunion
32.107944,-12.113661,0,49.59,Instagram,63,2,Unknown,Zambia
44.080814,-10.87731,3,36.33,LinkedIn,30,0,Negative,Haiti
0.66883767,12.775218,2,19.76,Facebook,47,0,Unknown,Macao
3.1890476,4.7910385,2,16.6,Instagram,46,0,Unknown,Norway
-11.631657,-45.490868,0,167.82,Instagram,45,1,Unknown,Myanmar
66.5542,-32.341576,3,130.89,LinkedIn,19,0,Unknown,Namibia
-67.57434,35.863068,1,19.94,Twitter,36,1,Positive,Lebanon
-0.008291213,7.5554657,2,20.67,Instagram,23,2,Negative,Honduras
-44.198086,31.986027,1,29.59,Twitter,34,1,Unknown,French Southern Territories
81.40778,18.61189,3,24.85,Instagram,40,0,Unknown,Italy
-17.760746,-34.910282,0,69.84,Facebook,23,2,Unknown,Brunei Darussalam
-80.99274,-5.124711,4,44.34,Twitter,20,2,Unknown,Pitcairn Islands
35.514656,16.361256,2,36.34,Instagram,61,1,Neutral,Qatar
19.682098,3.4481704,2,35.73,Twitter,52,1,Positive,Belize
33.139755,-38.049484,0,91.63,Twitter,45,0,Neutral,Palau
67.04673,20.33376,3,23.63,Twitter,63,0,Positive,Bolivia
-47.20185,-7.875883,4,19.83,Facebook,27,0,Unknown,Norway
-52.038197,-35.075764,4,67.84,LinkedIn,23,2,Positive,Belize
-45.12763,-26.430418,4,29.96,Facebook,51,1,Unknown,Armenia
-43.2939,-37.258312,4,84.75,Twitter,44,2,Unknown,Tokelau
-31.722645,-39.36588,4,65.82,Instagram,47,2,Unknown,Guadeloupe
-71.31997,11.874267,1,29.49,Twitter,23,1,Unknown,Philippines
16.905096,32.843086,2,12.77,Instagram,22,0,Neutral,Tonga
-42.377197,-44.434708,4,132.29,Twitter,43,1,Negative,Brazil
-11.338713,38.7234,2,9.92,Facebook,49,2,Unknown,Belize
62.75536,-4.838618,3,16.95,Instagram,65,0,Positive,Namibia
74.73262,-33.64541,3,60.65,Facebook,21,0,Unknown,El Salvador
-55.051926,-4.3323774,4,63.51,LinkedIn,39,1,Unknown,Kiribati
-50.91761,-37.73435,4,124.21,LinkedIn,35,2,Positive,Montserrat
-5.3998346,-35.55944,0,44.53,Facebook,59,2,Neutral,British Indian Ocean Territory (Chagos Archipelago)
35.32445,44.804665,2,23.75,Instagram,27,2,Unknown,Nicaragua
32.324314,23.009863,2,22.49,LinkedIn,24,2,Neutral,Guernsey
-19.579014,25.28263,2,19.57,Instagram,25,1,Neutral,Christmas Island
54.79667,8.55966,3,28.67,Instagram,50,0,Negative,Guam
24.336252,20.864056,2,32.07,Facebook,55,2,Positive,Singapore
-16.729652,-44.460155,0,144.22,Twitter,58,0,Unknown,Zambia
23.520226,-2.8135564,0,17.49,Twitter,28,1,Neutral,British Indian Ocean Territory (Chagos Archipelago)
-53.904297,-10.797318,4,45.83,Twitter,65,1,Unknown,Nigeria
2.0463965,-41.13013,0,24.85,LinkedIn,48,2,Positive,Monaco
72.79474,20.24253,3,13.44,Instagram,60,1,Negative,Australia
-1.1060814,-42.18271,0,58.61,Instagram,31,1,Unknown,Qatar
11.41405,39.645737,2,11.34,Facebook,21,1,Negative,Azerbaijan
-15.712437,38.9254,2,19.59,Facebook,18,0,Unknown,Luxembourg
-69.908295,-30.037865,4,42.26,Instagram,40,1,Neutral,Bouvet Island (Bouvetoya)
43.15188,27.193365,3,26.34,Facebook,31,0,Unknown,Wallis and Futuna
-14.995138,-37.249214,0,78.75,Twitter,23,1,Unknown,Western Sahara
-78.35021,-12.889817,4,14.32,Twitter,59,0,Neutral,Bouvet Island (Bouvetoya)
75.73829,26.166399,3,14.39,LinkedIn,22,1,Unknown,Belarus
35.266148,-30.146492,0,98.18,Instagram,31,2,Positive,Burkina Faso
36.695034,-42.75127,0,34.84,Twitter,20,2,Negative,Slovenia
72.703606,9.829627,3,30.25,LinkedIn,31,2,Unknown,Belize
3.3256602,-49.225044,0,278.81,Instagram,55,1,Negative,Papua New Guinea
-60.985477,-24.102768,4,76.45,Instagram,62,2,Unknown,Samoa
31.006573,-9.053718,0,54.65,Instagram,46,0,Unknown,French Polynesia
66.15968,-17.968092,3,71.7,Instagram,34,0,Neutral,Bahrain
76.85894,31.419065,3,15.49,Facebook,58,1,Negative,Azerbaijan
44.65672,23.712519,3,30.38,Twitter,27,2,Positive,Marshall Islands
42.359726,-40.7164,0,92.93,Facebook,22,2,Unknown,Belarus
-47.597397,42.229897,1,11.36,Twitter,33,2,Unknown,El Salvador
-81.360916,-6.011383,4,39.9,Instagram,43,0,Unknown,Tanzania
2.0885408,23.076664,2,20.02,Facebook,51,1,Positive,Kuwait
15.169265,-2.8078997,0,42.72,Instagram,45,2,Unknown,Saint Vincent and the Grenadines
-36.204094,6.5551043,1,43.96,Facebook,43,1,Positive,Croatia
55.462864,7.5658336,3,21.12,LinkedIn,51,0,Neutral,Burkina Faso
-36.81924,-39.895695,4,108.52,Facebook,60,2,Unknown,Burundi
44.86082,-8.079221,3,47.76,Twitter,64,1,Unknown,Namibia
-2.493497,32.401756,2,19.39,Facebook,33,2,Negative,Wallis and Futuna
55.63396,-7.0762587,3,29.13,Twitter,52,0,Negative,Qatar
71.18321,-17.57283,3,76.71,Facebook,24,0,Unknown,Uzbekistan
-74.73945,23.393688,1,11.22,Twitter,21,0,Unknown,Uruguay
-36.975044,-10.27521,4,27.47,Instagram,39,2,Unknown,Kenya
-58.487278,13.238412,1,8.27,Twitter,47,1,Unknown,Christmas Island
-6.45952,4.5249004,2,33.35,Instagram,33,0,Neutral,Moldova
-39.003113,24.434486,1,13.84,LinkedIn,38,0,Unknown,Malawi
-76.741684,33.328594,1,8.64,Twitter,60,1,Negative,Tanzania
27.128487,-45.97645,0,104.72,Twitter,38,0,Negative,Niue
2.094449,-9.937672,0,21.74,Twitter,62,1,Unknown,Israel
-11.332344,-18.952831,0,45.95,LinkedIn,35,2,Unknown,Cameroon
11.987903,24.451483,2,26.88,Twitter,32,0,Unknown,Marshall Islands
-69.9569,-6.1314573,4,14.58,LinkedIn,49,2,Unknown,Heard Island and McDonald Islands
63.897305,-18.084837,3,76.76,Twitter,44,0,Neutral,Moldova
-58.42706,-36.566093,4,37.93,Instagram,23,1,Unknown,Bahrain
-57.334743,24.918242,1,31.81,Instagram,21,2,Unknown,Angola
3.6987166,-47.202633,0,133.23,Facebook,43,0,Negative,Guam
-24.491095,-8.815138,4,25.89,Instagram,32,2,Negative,Hong Kong
8.913363,-20.94833,0,59.32,Twitter,47,1,Positive,Barbados
17.450232,19.75643,2,23.0,Facebook,33,0,Neutral,Libyan Arab Jamahiriya
-26.138393,-39.20031,4,99.06,LinkedIn,29,2,Negative,Lebanon
77.380875,4.0051436,3,46.91,Facebook,61,0,Negative,Tuvalu
74.98241,1.1530123,3,29.79,Facebook,33,2,Negative,Benin
46.325714,-37.45832,0,126.25,Instagram,50,0,Unknown,Poland
-73.33724,-12.610589,4,31.0,LinkedIn,22,2,Neutral,Anguilla
-13.344376,-44.83427,0,146.54,Twitter,56,2,Unknown,Guyana
23.882072,-14.768387,0,53.06,LinkedIn,35,1,Unknown,Holy See (Vatican City State)
-37.598785,-8.512707,4,21.39,Instagram,22,1,Positive,Bahamas
67.15182,-33.90527,3,207.18,LinkedIn,43,2,Neutral,Guinea-Bissau
72.08051,9.757957,3,32.08,Facebook,59,0,Unknown,Austria
-12.132158,-23.549845,0,52.08,Twitter,59,0,Positive,Saint Pierre and Miquelon
-17.454382,30.852049,2,16.45,Facebook,59,0,Negative,Zimbabwe
-41.500927,-31.525671,4,76.01,Facebook,25,1,Unknown,Cocos (Keeling) Islands
63.071033,-31.938662,3,78.46,LinkedIn,60,2,Unknown,Croatia
-40.191677,-29.053232,4,60.47,Instagram,62,1,Unknown,Cape Verde
-36.47019,31.171629,1,23.69,LinkedIn,25,2,Unknown,Russian Federation
-56.1467,-2.9642107,4,43.22,Twitter,24,2,Positive,Serbia
82.237206,-22.626991,3,32.49,LinkedIn,24,0,Positive,Belize
41.16651,-45.53804,0,145.42,Instagram,46,2,Neutral,Christmas Island
75.101425,-2.6593554,3,18.1,Facebook,55,1,Unknown,Solomon Islands
81.21349,-7.2140317,3,25.1,Instagram,49,1,Unknown,Belize
-0.7282107,8.053363,2,22.49,LinkedIn,33,1,Positive,Burkina Faso
17.283852,42.118088,2,5.28,Twitter,30,1,Unknown,Saint Barthelemy
34.598717,42.97487,2,23.25,Instagram,35,1,Unknown,Cayman Islands
-74.52511,-21.792942,4,38.56,Twitter,28,1,Unknown,Norway
0.6698311,13.940267,2,12.29,Facebook,36,1,Unknown,Portugal
-52.17712,-17.231298,4,40.56,Facebook,30,0,Positive,Anguilla
-41.37232,-32.004765,4,71.27,LinkedIn,56,2,Negative,Bermuda
26.75852,6.4240317,2,11.6,LinkedIn,65,0,Positive,Seychelles
13.574642,42.069233,2,15.43,Facebook,47,2,Unknown,Norway
-0.12765689,-45.94204,0,113.95,Instagram,51,1,Unknown,Iraq
40.403584,40.7463,2,17.01,Twitter,61,1,Positive,Argentina
-14.682861,-24.428152,0,72.87,Instagram,47,1,Neutral,Marshall Islands
18.578358,36.15254,2,16.82,Facebook,57,0,Unknown,Tokelau
-6.835746,31.842726,2,21.63,Twitter,41,1,Positive,Mali
-12.121027,8.021185,2,28.55,LinkedIn,26,1,Neutral,Jordan
49.32943,-38.520126,0,146.79,Instagram,35,0,Positive,Uzbekistan
23.458279,-44.277477,0,111.71,LinkedIn,19,2,Unknown,Saint Helena
-49.033764,-4.521701,4,24.38,LinkedIn,46,2,Positive,Nigeria
-82.336044,31.294008,1,25.62,Instagram,35,0,Unknown,Australia
77.33953,27.873722,3,21.14,Instagram,42,1,Positive,Belgium
-62.561264,22.560926,1,23.0,Twitter,29,1,Unknown,Ecuador
-77.97722,-6.4080143,4,37.52,LinkedIn,57,0,Negative,Singapore
57.927513,21.52951,3,28.79,LinkedIn,49,2,Unknown,Lithuania
-28.523056,-13.382184,4,23.11,Instagram,44,0,Unknown,Tunisia
77.379425,-6.671704,3,38.28,LinkedIn,26,2,Positive,Martinique
74.49518,28.18942,3,21.51,LinkedIn,31,0,Unknown,Lebanon
-80.8343,-28.257492,4,86.15,LinkedIn,47,1,Positive,Azerbaijan
-47.025,5.7425456,1,55.44,Twitter,37,2,Negative,Zimbabwe
19.877775,47.065563,2,24.36,Instagram,20,2,Negative,British Indian Ocean Territory (Chagos Archipelago)
46.405502,-1.7099875,3,36.26,Twitter,59,1,Positive,Germany
78.470024,-8.961116,3,54.27,LinkedIn,39,1,Negative,Zambia
71.216774,8.905982,3,28.54,Twitter,49,1,Unknown,Albania
0.13264014,9.545898,2,20.16,Twitter,18,2,Unknown,United Kingdom
-45.41651,-31.71125,4,66.38,LinkedIn,25,2,Negative,Iraq
6.1331215,-44.79488,0,140.46,Facebook,45,0,Neutral,Pakistan
2.2566283,21.322618,2,15.65,Instagram,37,2,Neutral,Saint Lucia
16.739597,33.119213,2,13.42,Twitter,36,2,Positive,Puerto Rico
5.3768835,-10.957747,0,17.92,Twitter,43,0,Positive,Egypt
8.92008,18.505718,2,4.24,Facebook,65,1,Neutral,El Salvador
46.172195,-3.5909235,3,41.81,Facebook,21,2,Unknown,Heard Island and McDonald Islands
-60.012295,-32.648067,4,40.09,Twitter,43,1,Unknown,Romania
52.463913,5.3402715,3,22.69,Twitter,64,0,Positive,Lesotho
-72.15328,-15.307495,4,30.72,LinkedIn,62,0,Unknown,Saint Martin
-11.7361965,28.10314,2,12.27,Facebook,22,1,Neutral,Tokelau
23.422262,-15.281224,0,60.67,Facebook,42,1,Neutral,Saint Vincent and the Grenadines
-49.904797,-18.659466,4,32.64,Facebook,50,2,Positive,Congo
81.98991,8.445274,3,31.18,Instagram,42,0,Neutral,Lebanon
79.77278,-22.17737,3,70.47,Twitter,58,0,Neutral,Belarus
-23.954742,16.243042,1,27.47,Instagram,57,0,Unknown,Northern Mariana Islands
-64.28388,-23.892729,4,61.62,Twitter,45,1,Unknown,Mozambique
80.36581,-15.571219,3,29.39,LinkedIn,39,0,Neutral,Brazil
12.4717865,-13.9302225,0,29.71,Twitter,46,0,Unknown,Guinea-Bissau
-81.60072,-3.3773282,4,51.23,Instagram,27,2,Unknown,India
-35.18656,43.60706,1,22.24,Instagram,45,1,Negative,Bolivia
66.978584,-4.055502,3,46.73,Instagram,63,1,Neutral,Saint Kitts and Nevis
66.52412,10.377434,3,31.61,LinkedIn,56,1,Unknown,United States of America
-57.33965,11.33611,1,19.79,LinkedIn,27,1,Positive,Mayotte
-27.112383,-24.066404,4,70.9,Twitter,26,2,Unknown,Togo
73.09036,2.639952,3,25.07,Facebook,41,0,Negative,Paraguay
81.32801,-12.026243,3,30.92,Twitter,40,2,Positive,Togo
-51.509872,-32.177784,4,71.03,LinkedIn,43,1,Unknown,Mauritania
76.80718,35.153324,3,16.47,Instagram,58,0,Neutral,Sudan
49.085083,-30.924591,0,61.78,Twitter,40,0,Unknown,Cape Verde
56.94587,-32.167416,3,79.28,Facebook,54,2,Positive,Ethiopia
76.32598,28.184526,3,28.19,Twitter,25,1,Positive,Libyan Arab Jamahiriya
-0.014169523,6.0916624,2,20.66,Facebook,58,1,Neutral,Cote d'Ivoire
-84.56013,-27.081903,4,87.12,Facebook,26,0,Neutral,Syrian Arab Republic
-14.990575,23.51015,2,24.35,Facebook,50,2,Unknown,Saint Martin
66.440506,13.686267,3,14.02,LinkedIn,27,2,Neutral,Suriname
4.850288,-46.654507,0,211.11,LinkedIn,33,2,Negative,Sudan
10.054503,-21.899015,0,62.5,Facebook,64,1,Unknown,Benin
-2.0418782,21.531313,2,31.73,Instagram,60,2,Positive,Ghana
41.75909,16.519121,3,22.48,Twitter,51,0,Unknown,Saint Helena
57.851795,-34.341473,3,61.25,Twitter,58,2,Unknown,Macao
52.28142,6.8406963,3,11.06,Facebook,28,1,Unknown,Latvia
-47.48446,36.87708,1,31.61,Facebook,29,2,Unknown,Switzerland
-56.166332,-40.087757,4,147.63,LinkedIn,37,0,Unknown,Anguilla
-45.78719,17.530832,1,23.35,LinkedIn,48,0,Neutral,Cuba
-79.83235,23.900774,1,13.94,LinkedIn,64,0,Unknown,Bhutan
-10.810473,41.679413,2,11.92,Facebook,33,0,Negative,Mexico
-73.80514,-22.204453,4,40.21,Facebook,43,2,Negative,United States Virgin Islands
-34.168343,33.7545,1,14.16,Twitter,44,1,Negative,France
41.63542,-1.6479417,3,26.91,LinkedIn,42,0,Unknown,Turkmenistan
-43.00304,-31.875889,4,70.63,LinkedIn,23,1,Neutral,Nigeria
-78.89127,-22.040154,4,61.34,Instagram,64,1,Unknown,Hong Kong
-55.362984,10.630252,1,25.98,Facebook,57,1,Positive,Georgia
-26.089373,-22.178417,4,45.62,LinkedIn,44,1,Negative,United Arab Emirates
-45.103565,10.874422,1,16.65,Facebook,22,1,Unknown,Aruba
-22.757141,2.7332346,1,25.86,Instagram,40,0,Negative,Estonia
-3.689267,-12.974595,0,30.38,Facebook,54,2,Negative,Nigeria
83.07973,9.2122135,3,44.82,Twitter,55,0,Positive,Aruba
-30.692585,-31.653786,4,78.27,Facebook,53,2,Neutral,United States of America
81.463806,-9.3119,3,33.44,Twitter,35,2,Unknown,Liberia
82.28178,-18.532616,3,38.3,Facebook,31,1,Unknown,Ethiopia
-15.484636,21.097847,2,30.98,Facebook,21,1,Unknown,Switzerland
-57.080097,-36.72986,4,98.24,Instagram,18,1,Unknown,Holy See (Vatican City State)
-3.0387099,36.146935,2,31.63,Instagram,61,0,Positive,Svalbard & Jan Mayen Islands
-62.22767,-27.176249,4,51.99,LinkedIn,44,0,Unknown,Angola
11.437153,-40.604664,0,4.91,Instagram,29,0,Unknown,Nauru
-39.425953,-44.21907,4,107.11,Twitter,33,0,Unknown,Italy
-36.024845,-42.541275,4,33.02,Twitter,30,0,Neutral,United States of America
-23.881676,-1.2270546,4,19.15,LinkedIn,41,0,Unknown,Namibia
71.976494,-30.407593,3,78.56,Instagram,27,2,Negative,Thailand
-0.7302395,-41.891964,0,63.14,LinkedIn,46,0,Positive,Turkey
-11.289427,7.595412,2,28.14,Facebook,27,2,Neutral,Zambia
19.620085,47.284176,2,22.55,Instagram,30,1,Negative,Tunisia
-81.81726,-24.04152,4,51.74,Instagram,54,1,Neutral,Nauru
65.704285,12.137999,3,24.67,LinkedIn,34,2,Positive,Portugal
-26.894068,7.5167255,1,18.23,LinkedIn,36,1,Unknown,Sweden
32.723873,-7.985451,0,36.08,LinkedIn,26,2,Unknown,Puerto Rico
-21.430946,40.719997,2,14.7,Facebook,22,0,Unknown,Chile
-26.969055,-4.291824,4,24.27,Twitter,49,0,Negative,Reunion
-76.38497,-22.701958,4,36.3,Facebook,47,0,Unknown,United States Minor Outlying Islands
-38.94034,-42.00235,4,124.01,Facebook,32,2,Negative,Cameroon
-59.439495,40.246883,1,3.46,Instagram,58,2,Unknown,Cambodia
9.158184,-46.92039,0,147.7,LinkedIn,32,2,Unknown,Bosnia and Herzegovina
43.010033,-10.2347765,3,49.13,LinkedIn,29,2,Unknown,Eritrea
-82.575195,-5.4786406,4,48.87,Twitter,37,1,Positive,Fiji
33.579746,-26.431908,0,68.37,Instagram,41,2,Unknown,Brazil
-76.63725,32.012066,1,18.0,Twitter,25,2,Negative,Qatar
59.642414,-34.78322,3,62.71,Twitter,28,0,Neutral,Oman
-1.4464388,43.77098,2,26.29,Instagram,45,0,Unknown,Kenya
73.82053,-11.655089,3,42.59,Facebook,26,2,Negative,Armenia
12.109106,-46.542366,0,168.4,Instagram,56,2,Unknown,Romania
-9.946638,-16.789736,0,21.07,Facebook,62,2,Neutral,Somalia
74.5318,17.63809,3,14.57,Instagram,30,1,Negative,Uzbekistan
-52.90717,40.03613,1,19.88,LinkedIn,52,2,Unknown,Algeria
75.56179,-25.463428,3,113.55,Facebook,59,1,Negative,Montenegro
-70.88531,-3.7493546,4,22.64,Instagram,32,0,Unknown,Trinidad and Tobago
-10.647674,24.342546,2,20.52,Facebook,46,0,Unknown,Panama
69.411995,-1.9782912,3,50.46,Facebook,33,2,Unknown,Ghana
4.82597,-3.784812,0,55.19,LinkedIn,33,2,Negative,Jersey
-43.16452,42.559036,1,19.43,Instagram,64,2,Unknown,Syrian Arab Republic
44.693344,-7.627417,3,38.83,LinkedIn,41,0,Negative,Panama
79.64666,-7.677645,3,38.17,Facebook,31,1,Positive,Sudan
40.28281,31.190079,2,13.18,LinkedIn,58,0,Unknown,Botswana
64.38296,33.5002,3,32.9,Facebook,65,0,Negative,Sao Tome and Principe
77.14505,-29.609009,3,145.63,LinkedIn,42,0,Neutral,Andorra
-45.338127,-27.925882,4,25.39,Facebook,18,2,Unknown,Bangladesh
59.74447,30.390158,3,11.93,Instagram,61,0,Positive,Timor-Leste
-41.526814,29.311394,1,37.34,LinkedIn,56,2,Unknown,Lesotho
-35.031677,35.512062,1,12.2,Twitter,64,1,Unknown,Panama
28.09588,39.532276,2,14.25,Instagram,46,0,Positive,United Arab Emirates
16.31874,42.875854,2,13.95,LinkedIn,28,0,Negative,Seychelles
-80.35373,-21.665096,4,54.62,Facebook,56,0,Unknown,Cyprus
-56.23683,39.83228,1,20.68,Facebook,35,1,Unknown,Micronesia
-38.7384,-21.292664,4,64.81,Twitter,44,1,Positive,Solomon Islands
68.83122,29.854616,3,23.5,Instagram,22,2,Unknown,Iran
59.72608,-27.172663,3,54.74,Instagram,25,0,Negative,Palestinian Territory
